car_park_slug,car_park_name,txn_ref,vrm,arrival,departure,transaction_time,stay_minutes,payment_type,card_scheme,net_charge,discount_code,product_id,discounted_net,vat_rate,vat_amount,amount_paid,psp,acquirer,psp_reference
victoria-quarter,Victoria Quarter,VP-20250309-20776000,EL90 NUD,09/03/2025 15:44,09/03/2025 18:04,09/03/2025 18:00,140,CREDIT_CARD,VISA,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250315-49930203
victoria-quarter,Victoria Quarter,VP-20250309-37842247,RM28 UHE,09/03/2025 11:29,09/03/2025 12:54,09/03/2025 12:52,85,CREDIT_CARD,MASTERCARD,2.92,,,2.92,0.2,0.58,3.5,ADVAM,Worldpay,ADVAM-20250317-72586142
victoria-quarter,Victoria Quarter,VP-20250309-04539564,FW28 TTU,09/03/2025 08:04,09/03/2025 13:53,09/03/2025 13:52,349,credit_card,MAESTRO,6.25,,,6.25,0.2,1.25,7.5,ADVAM,Worldpay,ADVAM-20250304-72676498
victoria-quarter,Victoria Quarter,VP-20250309-16565489,VU41 KLK,09/03/2025 13:49,09/03/2025 16:48,09/03/2025 16:44,179,APP,MASTERCARD,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250324-49934968
victoria-quarter,Victoria Quarter,VP-20250309-42846181,YX30 UNB,09/03/2025 16:45,09/03/2025 19:08,09/03/2025 19:06,143,CONTACTLESS,MASTERCARD,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250306-87110325
victoria-quarter,Victoria Quarter,VP-20250309-78431230,CF98 SOG,09/03/2025 12:57,09/03/2025 18:12,09/03/2025 18:11,315,CREDIT_CARD,MASTERCARD,6.25,,,6.25,0.2,1.25,7.5,ADVAM,Worldpay,ADVAM-20250303-83194383
victoria-quarter,Victoria Quarter,VP-20250309-09496348,PO40 SKN,09/03/2025 08:51,09/03/2025 09:44,09/03/2025 09:43,53,DEBIT_CARD,MASTERCARD,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250301-05674797
victoria-quarter,Victoria Quarter,VP-20250309-69756596,VH64 SRP,09/03/2025 09:23,09/03/2025 11:31,09/03/2025 11:28,128,CASH,N/A,4.58,,,4.58,0.2,0.92,5.5,N/A,N/A,N/A
victoria-quarter,Victoria Quarter,VP-20250309-21616355,EF01 MUN,09/03/2025 14:55,09/03/2025 17:50,09/03/2025 17:46,175,DEBIT_CARD,MAESTRO,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250314-00480022
victoria-quarter,Victoria Quarter,VP-20250309-85724509,,09/03/2025 16:29,09/03/2025 18:45,09/03/2025 18:43,136,CONTACTLESS,VISA,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250319-56299028
victoria-quarter,Victoria Quarter,VP-20250309-58654649,FP97 UNK,09/03/2025 16:32,09/03/2025 21:42,09/03/2025 21:39,310,Credit_Card,VISA,6.25,,,6.25,0.2,1.25,7.5,ADVAM,Worldpay,ADVAM-20250316-86774939
victoria-quarter,Victoria Quarter,VP-20250309-02105605,EB68 JGG,09/03/2025 15:27,09/03/2025 16:07,09/03/2025 16:05,40,CONTACTLESS,VISA,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250307-76820695
victoria-quarter,Victoria Quarter,VP-20250309-19217213,TT75 CCW,09/03/2025 15:44,09/03/2025 15:20,09/03/2025 16:40,,CREDIT_CARD,VISA,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250320-43717117
victoria-quarter,Victoria Quarter,VP-20250309-11991092,,09/03/2025 13:01,09/03/2025 14:59,09/03/2025 14:55,118,DEBIT_CARD,VISA,2.92,,,2.92,0.2,0.58,3.5,ADVAM,Worldpay,ADVAM-20250301-82765774
victoria-quarter,Victoria Quarter,VP-20250309-33928782,MP13 PDA,09/03/2025 18:54,09/03/2025 21:28,09/03/2025 21:25,154,CREDIT_CARD,VISA,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250321-23891032
victoria-quarter,Victoria Quarter,VP-20250309-07022945,JH61 PYN,09/03/2025 11:15,09/03/2025 14:52,09/03/2025 14:51,217,Contactless,VISA,4.58,VALID-CODE,PROD-VC-004,1.66,0.2,0.33,1.99,ADVAM,Worldpay,ADVAM-20250301-51132229
victoria-quarter,Victoria Quarter,VP-20250309-43498863,CC49 CGU,09/03/2025 11:44,09/03/2025 13:03,09/03/2025 13:01,79,CASH,N/A,2.92,,,2.92,0.2,0.58,3.5,N/A,N/A,N/A
victoria-quarter,Victoria Quarter,VP-20250309-04977543,DU29 KYM,09/03/2025 10:25,09/03/2025 10:57,09/03/2025 10:54,32,Contactless,MASTERCARD,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250305-15231923
victoria-quarter,Victoria Quarter,VP-20250309-95233428,SR25 CCT,09/03/2025 15:53,09/03/2025 16:50,09/03/2025 16:48,57,debit_card,MASTERCARD,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250326-35004914
victoria-quarter,Victoria Quarter,VP-20250309-20443038,NT23 BFR,09/03/2025 12:08,09/03/2025 17:47,09/03/2025 17:46,339,Contactless,VISA,6.25,,,6.25,0.2,1.25,7.5,ADVAM,Worldpay,ADVAM-20250323-16510465
victoria-quarter,Victoria Quarter,VP-20250309-31409602,,09/03/2025 16:42,09/03/2025 17:55,09/03/2025 17:53,73,APP,VISA,2.92,,,2.92,0.2,0.58,3.5,ADVAM,Worldpay,ADVAM-20250331-08586280
victoria-quarter,Victoria Quarter,VP-20250309-76401532,EC33 AFH,09/03/2025 10:00,09/03/2025 11:26,09/03/2025 11:24,86,Debit_Card,MASTERCARD,2.92,SEASON-Q1,PROD-SQ-002,0.0,0.2,0.0,0.0,ADVAM,Worldpay,ADVAM-20250328-33579182
victoria-quarter,Victoria Quarter,VP-20250309-66003170,RG41 SEB,09/03/2025 14:47,09/03/2025 15:29,09/03/2025 15:28,42,debit_card,VISA,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250314-23617296
victoria-quarter,Victoria Quarter,VP-20250309-34437614,,09/03/2025 15:48,09/03/2025 21:39,09/03/2025 21:35,351,APP,MASTERCARD,6.25,,,6.25,0.2,1.25,7.5,ADVAM,Worldpay,ADVAM-20250315-92160427
victoria-quarter,Victoria Quarter,VP-20250309-32651101,DT21 CHR,09/03/2025 11:42,09/03/2025 15:33,09/03/2025 15:32,231,Credit_Card,VISA,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250303-51007900
victoria-quarter,Victoria Quarter,VP-20250309-50271658,TR16 PYM,09/03/2025 10:05,09/03/2025 14:45,09/03/2025 14:41,280,Debit_Card,VISA,6.25,,,6.25,0.2,1.25,7.5,ADVAM,Worldpay,ADVAM-20250322-23877162
victoria-quarter,Victoria Quarter,VP-20250309-02737482,YS05 RXB,09/03/2025 09:25,09/03/2025 11:10,09/03/2025 11:08,105,App,VISA,2.92,,,2.92,0.2,0.58,3.5,ADVAM,Worldpay,ADVAM-20250329-77182698
victoria-quarter,Victoria Quarter,VP-20250309-53651132,NS32 KEO,09/03/2025 13:49,09/03/2025 19:41,09/03/2025 19:38,352,credit_card,VISA,6.25,,,6.25,0.2,1.25,7.5,ADVAM,Worldpay,ADVAM-20250304-16655755
victoria-quarter,Victoria Quarter,VP-20250309-16277335,JK76 DUV,09/03/2025 14:56,09/03/2025 16:39,09/03/2025 16:36,103,CASH,N/A,2.92,,,2.92,0.2,0.58,3.5,N/A,N/A,N/A
victoria-quarter,Victoria Quarter,VP-20250309-24722376,CY92 VRM,09/03/2025 15:58,09/03/2025 17:23,09/03/2025 17:18,85,CONTACTLESS,VISA,2.92,,,2.92,0.2,0.58,3.5,ADVAM,Worldpay,ADVAM-20250305-57919022
victoria-quarter,Victoria Quarter,VP-20250309-27223574,AL49 RYX,09/03/2025 16:37,09/03/2025 21:57,09/03/2025 21:55,320,credit_card,VISA,6.25,,,6.25,0.2,1.25,7.5,ADVAM,Worldpay,ADVAM-20250325-76641182
victoria-quarter,Victoria Quarter,VP-20250309-86523045,EK15 XJP,09/03/2025 16:00,09/03/2025 18:21,09/03/2025 18:19,141,CREDIT_CARD,MASTERCARD,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250304-71993272
victoria-quarter,Victoria Quarter,VP-20250309-69274531,FL10 FDY,09/03/2025 16:55,09/03/2025 18:24,09/03/2025 18:19,89,CONTACTLESS,VISA,2.92,,,2.92,0.2,0.58,3.5,ADVAM,Worldpay,ADVAM-20250324-50651629
victoria-quarter,Victoria Quarter,VP-20250309-56485416,GY96 CXK,09/03/2025 18:42,09/03/2025 19:35,09/03/2025 19:33,53,contactless,VISA,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250313-31923500
victoria-quarter,Victoria Quarter,VP-20250309-54753955,KK47 FWV,09/03/2025 10:24,09/03/2025 14:23,09/03/2025 14:21,239,CONTACTLESS,VISA,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250307-10477364
victoria-quarter,Victoria Quarter,VP-20250309-64623540,YH55 VJD,09/03/2025 15:10,09/03/2025 17:16,09/03/2025 17:12,126,CONTACTLESS,VISA,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250317-87017968
victoria-quarter,Victoria Quarter,VP-20250309-94396116,PN79 WJK,09/03/2025 14:17,09/03/2025 16:57,09/03/2025 16:55,160,CREDIT_CARD,VISA,4.58,VALID-CODE,PROD-VC-004,1.66,0.2,0.33,1.99,ADVAM,Worldpay,ADVAM-20250325-69736861
victoria-quarter,Victoria Quarter,VP-20250309-78775435,FB13 YDT,09/03/2025 11:39,09/03/2025 13:20,09/03/2025 13:16,101,DEBIT_CARD,MASTERCARD,2.92,,,2.92,0.2,0.58,3.5,ADVAM,Worldpay,ADVAM-20250320-57294280
victoria-quarter,Victoria Quarter,VP-20250309-09726916,,09/03/2025 10:04,09/03/2025 12:27,09/03/2025 12:22,143,CONTACTLESS,MAESTRO,4.58,SEASON-Q1,PROD-SQ-002,0.0,0.2,0.0,0.0,ADVAM,Worldpay,ADVAM-20250318-78362502
victoria-quarter,Victoria Quarter,VP-20250309-01250177,HW90 ULN,09/03/2025 10:45,09/03/2025 11:36,09/03/2025 11:33,51,DEBIT_CARD,VISA,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250318-80181802
victoria-quarter,Victoria Quarter,VP-20250309-35776502,UL94 PBY,09/03/2025 17:47,09/03/2025 19:43,09/03/2025 19:42,116,credit_card,MASTERCARD,2.92,,,2.92,0.2,0.58,3.5,ADVAM,Worldpay,ADVAM-20250326-60458656
victoria-quarter,Victoria Quarter,VP-20250309-16006475,XO96 GFB,09/03/2025 16:57,09/03/2025 19:10,09/03/2025 19:09,133,APP,VISA,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250320-19089887
victoria-quarter,Victoria Quarter,VP-20250309-58022677,KF12 KTC,09/03/2025 11:00,09/03/2025 11:54,09/03/2025 11:52,54,DEBIT_CARD,VISA,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250331-98991412
victoria-quarter,Victoria Quarter,VP-20250309-07863550,PH54 XOJ,09/03/2025 11:45,09/03/2025 13:12,09/03/2025 13:09,87,Credit_Card,MASTERCARD,2.92,,,2.92,0.2,0.58,3.5,ADVAM,Worldpay,ADVAM-20250316-15571758
victoria-quarter,Victoria Quarter,VP-20250309-37002539,PX34 XKE,09/03/2025 16:21,09/03/2025 17:07,09/03/2025 17:03,46,debit_card,VISA,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250328-90168728
victoria-quarter,Victoria Quarter,VP-20250309-72160473,YV79 GDJ,09/03/2025 15:42,09/03/2025 21:27,09/03/2025 21:26,345,DEBIT_CARD,AMEX,6.25,,,6.25,0.2,1.25,7.5,ADVAM,AMEX,ADVAM-20250331-28101496
victoria-quarter,Victoria Quarter,VP-20250309-89211461,CE27 HYU,09/03/2025 14:36,09/03/2025 15:23,09/03/2025 15:20,47,CREDIT_CARD,VISA,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250331-79257414
victoria-quarter,Victoria Quarter,VP-20250309-71471239,XP77 AYF,09/03/2025 13:41,09/03/2025 16:33,09/03/2025 16:32,172,Credit_Card,MASTERCARD,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250324-39383071
victoria-quarter,Victoria Quarter,VP-20250309-87860935,LM80 VDR,09/03/2025 11:42,09/03/2025 13:34,09/03/2025 13:30,,Debit_Card,MASTERCARD,2.92,,,2.92,0.2,0.58,3.5,ADVAM,Worldpay,ADVAM-20250322-16301178
victoria-quarter,Victoria Quarter,VP-20250309-49679608,GF53 KFB,09/03/2025 15:27,09/03/2025 16:20,09/03/2025 16:18,53,Credit_Card,MASTERCARD,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250327-39181334
victoria-quarter,Victoria Quarter,VP-20250309-24375666,HK74 WTS,09/03/2025 16:23,09/03/2025 17:46,09/03/2025 17:45,83,Credit_Card,VISA,2.92,,,2.92,0.2,0.58,3.5,ADVAM,Worldpay,ADVAM-20250301-72341068
victoria-quarter,Victoria Quarter,VP-20250309-93955432,TG18 REU,09/03/2025 12:54,09/03/2025 18:07,09/03/2025 18:05,313,CASH,N/A,6.25,,,6.25,0.2,1.25,7.5,N/A,N/A,N/A
victoria-quarter,Victoria Quarter,VP-20250309-86163542,AA07 KBL,09/03/2025 10:24,09/03/2025 15:35,09/03/2025 15:30,311,Contactless,MASTERCARD,6.25,VALID-CODE,PROD-VC-004,3.33,0.2,0.67,4.0,ADVAM,Worldpay,ADVAM-20250328-52663262
victoria-quarter,Victoria Quarter,VP-20250309-11823405,HN85 ESK,09/03/2025 13:45,09/03/2025 19:22,09/03/2025 19:21,337,CONTACTLESS,VISA,6.25,,,6.25,0.2,1.25,7.5,ADVAM,Worldpay,ADVAM-20250330-58318881
victoria-quarter,Victoria Quarter,VP-20250309-88594204,ON02 TJA,09/03/2025 13:12,09/03/2025 16:54,09/03/2025 16:49,222,DEBIT_CARD,MASTERCARD,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250306-59322856
victoria-quarter,Victoria Quarter,VP-20250309-83298091,XB84 UDK,09/03/2025 15:46,09/03/2025 16:09,09/03/2025 16:08,23,contactless,VISA,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250318-27135029
victoria-quarter,Victoria Quarter,VP-20250309-36248599,BB13 VUX,09/03/2025 13:26,09/03/2025 16:54,09/03/2025 16:53,208,CONTACTLESS,VISA,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250329-41417342
victoria-quarter,Victoria Quarter,VP-20250309-25933938,,09/03/2025 20:13,09/03/2025 22:14,09/03/2025 22:11,121,Debit_Card,VISA,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250303-90086995
victoria-quarter,Victoria Quarter,VP-20250309-90727703,JL64 LTN,09/03/2025 17:48,09/03/2025 23:47,09/03/2025 23:45,359,Debit_Card,VISA,6.25,,,6.25,0.2,1.25,7.5,ADVAM,Worldpay,ADVAM-20250316-35941554
victoria-quarter,Victoria Quarter,VP-20250309-88452886,BS69 FPU,09/03/2025 10:26,09/03/2025 11:03,09/03/2025 11:01,37,CONTACTLESS,AMEX,1.67,,,1.67,0.2,0.33,2.0,ADVAM,AMEX,ADVAM-20250326-70532090
victoria-quarter,Victoria Quarter,VP-20250309-12933908,MP98 SHH,09/03/2025 14:22,09/03/2025 15:01,09/03/2025 15:00,39,DEBIT_CARD,VISA,1.67,VALID-CODE,PROD-VC-004,0.0,0.2,0.0,0.0,ADVAM,Worldpay,ADVAM-20250313-20383357
victoria-quarter,Victoria Quarter,VP-20250309-89120572,TN17 FKR,09/03/2025 18:49,09/03/2025 19:16,09/03/2025 19:11,27,APP,VISA,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250331-41035273
victoria-quarter,Victoria Quarter,VP-20250309-34450998,HP34 MYJ,09/03/2025 14:53,09/03/2025 15:27,09/03/2025 15:23,34,CREDIT_CARD,MASTERCARD,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250314-13873957
victoria-quarter,Victoria Quarter,VP-20250309-17987770,PT65 VKO,09/03/2025 13:56,09/03/2025 16:38,09/03/2025 16:37,162,CREDIT_CARD,VISA,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250320-85364440
victoria-quarter,Victoria Quarter,VP-20250309-65803595,WP05 XHF,09/03/2025 11:46,09/03/2025 12:39,09/03/2025 12:38,53,DEBIT_CARD,MASTERCARD,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250305-02273675
victoria-quarter,Victoria Quarter,VP-20250309-83973130,PS51 LRH,09/03/2025 11:26,09/03/2025 10:59,09/03/2025 11:46,,CASH,N/A,1.67,,,1.67,0.2,0.33,2.0,N/A,N/A,N/A
victoria-quarter,Victoria Quarter,VP-20250309-88151961,PL09 BOA,09/03/2025 15:11,09/03/2025 21:08,09/03/2025 21:04,357,contactless,VISA,6.25,,,6.25,0.2,1.25,7.5,ADVAM,Worldpay,ADVAM-20250307-58743554
victoria-quarter,Victoria Quarter,VP-20250309-02166671,,09/03/2025 14:29,09/03/2025 17:15,09/03/2025 17:11,166,debit_card,VISA,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250318-24799577
victoria-quarter,Victoria Quarter,VP-20250309-06320542,EO92 FEE,09/03/2025 10:37,09/03/2025 11:16,09/03/2025 11:11,39,Contactless,AMEX,1.67,,,1.67,0.2,0.33,2.0,ADVAM,AMEX,ADVAM-20250326-41739058
victoria-quarter,Victoria Quarter,VP-20250309-33226994,LF21 DSA,09/03/2025 10:33,09/03/2025 13:09,09/03/2025 13:05,156,debit_card,VISA,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250326-79317382
victoria-quarter,Victoria Quarter,VP-20250309-42845772,HK39 XGK,09/03/2025 10:11,09/03/2025 10:32,09/03/2025 10:31,21,App,MASTERCARD,1.67,SEASON-Q1,PROD-SQ-002,0.0,0.2,0.0,0.0,ADVAM,Worldpay,ADVAM-20250307-45012908
victoria-quarter,Victoria Quarter,VP-20250309-49305200,PY55 WOE,09/03/2025 15:08,09/03/2025 15:39,09/03/2025 15:37,31,App,MASTERCARD,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250319-53250852
victoria-quarter,Victoria Quarter,VP-20250309-09079145,YS97 TBP,09/03/2025 11:19,09/03/2025 13:15,09/03/2025 13:10,116,Debit_Card,MASTERCARD,2.92,,,2.92,0.2,0.58,3.5,ADVAM,Worldpay,ADVAM-20250309-30574119
victoria-quarter,Victoria Quarter,VP-20250309-86285610,SF89 YPO,09/03/2025 11:26,09/03/2025 11:53,09/03/2025 11:49,27,debit_card,MASTERCARD,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250306-07898568
victoria-quarter,Victoria Quarter,VP-20250309-74563132,CX57 SNW,09/03/2025 11:14,09/03/2025 15:00,09/03/2025 14:59,226,App,MASTERCARD,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250310-71202858
victoria-quarter,Victoria Quarter,VP-20250309-66212024,EX72 KRY,09/03/2025 12:44,09/03/2025 17:59,09/03/2025 17:54,315,Debit_Card,AMEX,6.25,,,6.25,0.2,1.25,7.5,ADVAM,AMEX,ADVAM-20250306-60948847
victoria-quarter,Victoria Quarter,VP-20250309-66002079,JS94 GAL,09/03/2025 13:45,09/03/2025 15:36,09/03/2025 15:35,111,CREDIT_CARD,VISA,2.92,,,2.92,0.2,0.58,3.5,ADVAM,Worldpay,ADVAM-20250331-85701192
victoria-quarter,Victoria Quarter,VP-20250309-34659631,TV09 UBF,09/03/2025 14:33,09/03/2025 14:55,09/03/2025 14:50,22,CREDIT_CARD,MAESTRO,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250306-05941386
victoria-quarter,Victoria Quarter,VP-20250309-74483020,TP33 MKN,09/03/2025 14:45,09/03/2025 17:13,09/03/2025 17:11,148,app,MASTERCARD,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250302-03531677
victoria-quarter,Victoria Quarter,VP-20250309-72976414,KU98 EEX,09/03/2025 10:44,09/03/2025 13:34,09/03/2025 13:31,170,DEBIT_CARD,VISA,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250315-06655833
victoria-quarter,Victoria Quarter,VP-20250309-37917443,NC62 XHB,09/03/2025 11:09,09/03/2025 12:08,09/03/2025 12:06,59,Contactless,VISA,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250314-49303332
victoria-quarter,Victoria Quarter,VP-20250309-21143200,EG08 HFU,09/03/2025 16:37,09/03/2025 17:11,09/03/2025 17:07,34,Credit_Card,VISA,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250325-81238906
victoria-quarter,Victoria Quarter,VP-20250310-99535209,BF08 KHJ,10/03/2025 14:07,10/03/2025 15:04,10/03/2025 15:02,57,CASH,N/A,1.67,,,1.67,0.2,0.33,2.0,N/A,N/A,N/A
victoria-quarter,Victoria Quarter,VP-20250310-30686929,RK61 PVD,10/03/2025 17:46,10/03/2025 18:38,10/03/2025 18:35,52,credit_card,VISA,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250329-31522426
victoria-quarter,Victoria Quarter,VP-20250310-29895877,GF58 BMM,10/03/2025 16:21,10/03/2025 18:37,10/03/2025 18:32,136,app,VISA,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250327-29739392
victoria-quarter,Victoria Quarter,VP-20250310-20513203,PX05 NFJ,10/03/2025 15:50,10/03/2025 16:57,10/03/2025 16:56,67,DEBIT_CARD,VISA,2.92,,,2.92,0.2,0.58,3.5,ADVAM,Worldpay,ADVAM-20250328-89365291
victoria-quarter,Victoria Quarter,VP-20250310-12300110,FO32 RND,10/03/2025 09:57,10/03/2025 10:16,10/03/2025 10:12,19,Debit_Card,MAESTRO,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250330-53275021
victoria-quarter,Victoria Quarter,VP-20250310-42645899,SN34 JPU,10/03/2025 16:45,10/03/2025 17:29,10/03/2025 17:26,44,DEBIT_CARD,VISA,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250304-72292450
victoria-quarter,Victoria Quarter,VP-20250310-19420901,RJ42 CHB,10/03/2025 16:03,10/03/2025 17:05,10/03/2025 17:00,62,Contactless,VISA,2.92,,,2.92,0.2,0.58,3.5,ADVAM,Worldpay,ADVAM-20250326-39350022
victoria-quarter,Victoria Quarter,VP-20250310-09993296,UP13 GTA,10/03/2025 17:14,10/03/2025 19:28,10/03/2025 19:23,134,credit_card,MASTERCARD,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250307-51042811
victoria-quarter,Victoria Quarter,VP-20250310-62386512,TN49 GMK,10/03/2025 15:00,10/03/2025 15:44,10/03/2025 15:39,44,app,MAESTRO,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250312-23478820
victoria-quarter,Victoria Quarter,VP-20250310-23563874,VH02 YHW,10/03/2025 14:21,10/03/2025 14:14,10/03/2025 15:30,,Debit_Card,VISA,2.92,,,2.92,0.2,0.58,3.5,ADVAM,Worldpay,ADVAM-20250324-99189589
victoria-quarter,Victoria Quarter,VP-20250310-29489323,BL61 YSO,10/03/2025 10:17,10/03/2025 13:58,10/03/2025 13:54,221,CASH,N/A,4.58,,,4.58,0.2,0.92,5.5,N/A,N/A,N/A
victoria-quarter,Victoria Quarter,VP-20250310-01538214,WP27 WKA,10/03/2025 18:14,11/03/2025 00:04,11/03/2025 00:03,350,contactless,VISA,6.25,,,6.25,0.2,1.25,7.5,ADVAM,Worldpay,ADVAM-20250312-35444872
victoria-quarter,Victoria Quarter,VP-20250310-44829104,HD41 FGH,10/03/2025 15:01,10/03/2025 17:29,10/03/2025 17:27,,app,VISA,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250324-13381228
victoria-quarter,Victoria Quarter,VP-20250310-48333985,ET58 UJO,10/03/2025 12:40,10/03/2025 14:05,10/03/2025 14:03,85,contactless,VISA,2.92,,,2.92,0.2,0.58,3.5,ADVAM,Worldpay,ADVAM-20250323-52734249
victoria-quarter,Victoria Quarter,VP-20250310-68005835,FG71 LWG,10/03/2025 10:02,10/03/2025 10:34,10/03/2025 10:33,32,CONTACTLESS,VISA,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250321-17672285
victoria-quarter,Victoria Quarter,VP-20250310-98259847,TJ85 JBO,10/03/2025 09:03,10/03/2025 13:30,10/03/2025 13:26,267,debit_card,VISA,6.25,,,6.25,0.2,1.25,7.5,ADVAM,Worldpay,ADVAM-20250319-45290634
victoria-quarter,Victoria Quarter,VP-20250310-15743779,,10/03/2025 11:16,10/03/2025 12:28,10/03/2025 12:27,72,DEBIT_CARD,AMEX,2.92,,,2.92,0.2,0.58,3.5,ADVAM,AMEX,ADVAM-20250304-31162879
victoria-quarter,Victoria Quarter,VP-20250310-84306223,LG27 BUC,10/03/2025 13:20,10/03/2025 17:39,10/03/2025 17:36,259,Debit_Card,MASTERCARD,6.25,,,6.25,0.2,1.25,7.5,ADVAM,Worldpay,ADVAM-20250330-66813480
victoria-quarter,Victoria Quarter,VP-20250310-76721390,PG94 YUS,10/03/2025 17:51,10/03/2025 20:25,10/03/2025 20:21,154,CREDIT_CARD,MAESTRO,4.58,,,4.58,0.2,0.92,5.5,ADVAM,Worldpay,ADVAM-20250328-15045876
victoria-quarter,Victoria Quarter,VP-20250310-51054822,SJ21 OXG,10/03/2025 12:04,10/03/2025 12:40,10/03/2025 12:39,36,credit_card,VISA,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250323-80201118
victoria-quarter,Victoria Quarter,VP-20250310-91422974,ON01 KKD,10/03/2025 20:50,11/03/2025 02:09,11/03/2025 02:05,319,CONTACTLESS,MAESTRO,6.25,,,6.25,0.2,1.25,7.5,ADVAM,Worldpay,ADVAM-20250318-66456859
victoria-quarter,Victoria Quarter,VP-20250310-04332702,YY42 JAK,10/03/2025 14:17,10/03/2025 15:35,10/03/2025 15:33,,debit_card,VISA,2.92,,,2.92,0.2,0.58,3.5,ADVAM,Worldpay,ADVAM-20250329-25610002
victoria-quarter,Victoria Quarter,VP-20250310-72746077,PV30 ABU,10/03/2025 18:06,10/03/2025 18:29,10/03/2025 18:24,23,DEBIT_CARD,MASTERCARD,1.67,,,1.67,0.2,0.33,2.0,ADVAM,Worldpay,ADVAM-20250326-15773325
victoria-quarter,Victoria Quarter,VP-20250310-53112499,GR39 RJH,10/03/2025 15:45,10/03/2025 16:58,10/03/2025 16:57,73,Debit_Card,VISA,2.92,VALID-CODE,PROD-VC-004,0.0,0.2,0.0,0.0,ADVAM,Worldpay,ADVAM-20250306-83423071
