id,site_uuid,site_name,entry_time,exit_time,duration_mins,vehicle_class,payment_method,card_scheme,charge,discount_code,product_id,psp,acquirer,psp_reference
EE-007953,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T11:02:43Z,2025-03-19T11:24:43Z,22,CAR,DEBIT_CARD,VISA,£1.00,,,SIX,Worldpay,SIX-159B8ED342481139
EE-007954,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T17:20:17Z,2025-03-19T18:14:17Z,54,CAR,DEBIT_CARD,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-12484601AAF8CD5D
EE-007955,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T11:00:52Z,2025-03-19T15:00:52Z,240,MOTORCYCLE,CONTACTLESS,AMEX,£3.00,,,SIX,AMEX,SIX-F7E976067EA89D4F
EE-007956,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T17:00:30Z,2025-03-19T17:41:30Z,41,VAN,CASH,N/A,£1.00,,,N/A,N/A,N/A
EE-007957,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T09:02:33Z,2025-03-19T10:09:33Z,67,CAR,CREDIT_CARD,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-003335AB217A6807
EE-007958,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T13:18:44Z,2025-03-19T13:37:44Z,19,VAN,CONTACTLESS,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-D316BB27E78AB6C2
EE-007959,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T08:03:34Z,2025-03-19T12:03:34Z,240,CAR,CREDIT_CARD,VISA,£3.00,,,SIX,Worldpay,SIX-25009F5B49BD4CD3
EE-007960,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T12:15:22Z,2025-03-19T12:45:22Z,30,CAR,APP,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-496E11273159C692
EE-007961,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T10:20:55Z,2025-03-19T10:58:55Z,38,CAR,CONTACTLESS,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-CB0764D18BA8E9D3
EE-007962,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T15:02:38Z,2025-03-19T16:35:38Z,93,CAR,CONTACTLESS,VISA,£2.00,,,SIX,Worldpay,SIX-35A5E23265E3ED35
EE-007963,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T09:42:56Z,2025-03-19T10:21:56Z,-2,CAR,CONTACTLESS,VISA,£1.00,,,SIX,Worldpay,SIX-D233B52DD4DC1C3C
EE-007964,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T13:33:24Z,2025-03-19T14:12:24Z,39,CAR,CONTACTLESS,AMEX,£1.00,,,SIX,AMEX,SIX-EA261AA0DCE06A2D
EE-007965,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T15:10:06Z,2025-03-19T15:34:06Z,24,CAR,CASH,N/A,£1.00,,,N/A,N/A,N/A
EE-007966,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T13:11:13Z,2025-03-19T14:44:13Z,93,VAN,CONTACTLESS,VISA,£2.00,,,SIX,Worldpay,SIX-FA797BFAC97880AF
EE-007967,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T08:14:21Z,2025-03-19T09:03:21Z,49,MOTORCYCLE,CREDIT_CARD,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-C88BEC23A6CE11A9
EE-007968,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T12:32:09Z,,,DISABLED_BADGE,DEBIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-7793AD983C715437
EE-007969,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T12:49:09Z,2025-03-19T15:42:09Z,173,CAR,CONTACTLESS,AMEX,£3.00,,,SIX,AMEX,SIX-9192EEB4EC4C9F25
EE-007970,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T09:01:15Z,2025-03-19T09:27:15Z,26,VAN,DEBIT_CARD,MAESTRO,£1.00,,,SIX,Worldpay,SIX-3FC2DBC9A12411C3
EE-007971,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T07:44:49Z,2025-03-19T08:22:49Z,38,CAR,DEBIT_CARD,MASTERCARD,£0.80,PROMO-20,PROD-PR-003,SIX,Worldpay,SIX-E4B13C4F777A63BA
EE-007972,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T14:58:53Z,2025-03-19T18:14:53Z,196,CAR,CREDIT_CARD,MAESTRO,£3.00,,,SIX,Worldpay,SIX-0640D9E46493FB3C
EE-007973,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T08:32:43Z,2025-03-19T09:09:43Z,37,CAR,CREDIT_CARD,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-0B3A7FC0E2913248
EE-007974,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T19:41:06Z,2025-03-19T20:36:06Z,55,CAR,CREDIT_CARD,AMEX,£1.00,,,SIX,AMEX,SIX-BAB9A72C7D91FF59
EE-007975,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T08:52:27Z,2025-03-19T09:19:27Z,27,DISABLED_BADGE,CONTACTLESS,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-0A0A812BC0E29675
EE-007976,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-19T09:15:22Z,2025-03-19T09:46:22Z,31,CAR,CREDIT_CARD,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-8CC511AC83E4D891
EE-007977,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T10:18:58Z,2025-03-20T11:02:58Z,44,CAR,DEBIT_CARD,VISA,£1.00,,,SIX,Worldpay,SIX-79007BC304E67B53
EE-007978,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T09:40:04Z,2025-03-20T10:10:04Z,30,CAR,CREDIT_CARD,MASTERCARD,£0.00,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-2569B326DB392F88
EE-007979,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T08:58:02Z,2025-03-20T09:34:02Z,36,DISABLED_BADGE,CONTACTLESS,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-028A574A52D41F2A
EE-007980,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T12:30:43Z,2025-03-20T14:26:43Z,116,CAR,CASH,N/A,£2.00,,,N/A,N/A,N/A
EE-007981,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T13:10:58Z,2025-03-20T14:04:58Z,54,MOTORCYCLE,CREDIT_CARD,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-1F2E909CAB8F3941
EE-007982,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T11:18:03Z,2025-03-20T12:15:03Z,57,CAR,CREDIT_CARD,VISA,£1.00,,,SIX,Worldpay,SIX-804B83B8229F1B8E
EE-007983,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T12:07:44Z,2025-03-20T12:49:44Z,42,CAR,CREDIT_CARD,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-8422B1E7F5075905
EE-007984,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T17:16:38Z,2025-03-20T19:23:38Z,127,CAR,CONTACTLESS,MASTERCARD,£3.00,,,SIX,Worldpay,SIX-FC1E981CA0151091
EE-007985,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T14:21:41Z,2025-03-20T17:47:41Z,206,CAR,DEBIT_CARD,AMEX,£3.00,,,SIX,AMEX,SIX-B0D11009C6BC9EE9
EE-007986,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T09:05:04Z,2025-03-20T11:37:04Z,152,DISABLED_BADGE,DEBIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-FB71677FE107C80B
EE-007987,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T15:12:13Z,2025-03-20T15:49:13Z,37,VAN,DEBIT_CARD,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-B0D95AB9482768A4
EE-007988,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T10:34:35Z,2025-03-20T11:05:35Z,31,DISABLED_BADGE,CREDIT_CARD,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-155BD88A2ED2F469
EE-007989,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T09:07:14Z,2025-03-20T09:25:14Z,18,VAN,CASH,N/A,£1.00,,,N/A,N/A,N/A
EE-007990,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T13:10:57Z,2025-03-20T15:31:57Z,141,CAR,CREDIT_CARD,MAESTRO,£1.00,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-FB0BAE7BDAC887F6
EE-007991,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T19:43:31Z,2025-03-20T20:07:31Z,24,VAN,CREDIT_CARD,VISA,£0.00,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-39D1C680C0E89ACB
EE-007992,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T11:17:18Z,2025-03-20T14:23:18Z,186,CAR,CREDIT_CARD,VISA,£3.00,,,SIX,Worldpay,SIX-8224351D32590D57
EE-007993,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T08:47:20Z,2025-03-20T11:00:20Z,133,VAN,DEBIT_CARD,MASTERCARD,£3.00,,,SIX,Worldpay,SIX-AF2E0C9F325D7E75
EE-007994,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T18:18:10Z,2025-03-20T18:51:10Z,33,CAR,CASH,N/A,£1.00,,,N/A,N/A,N/A
EE-007995,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T13:29:42Z,2025-03-20T16:31:42Z,182,MOTORCYCLE,CONTACTLESS,VISA,£3.00,,,SIX,Worldpay,SIX-2300B7299013E56E
EE-007996,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T08:03:03Z,2025-03-20T08:29:03Z,26,VAN,APP,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-46274B29FA2EFD50
EE-007997,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T10:02:47Z,2025-03-20T11:00:47Z,58,VAN,CONTACTLESS,VISA,£1.00,,,SIX,Worldpay,SIX-A3535EE5EAC3923D
EE-007998,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T08:51:53Z,2025-03-20T12:03:53Z,192,CAR,CASH,N/A,£3.00,,,N/A,N/A,N/A
EE-007999,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T08:26:50Z,2025-03-20T10:49:50Z,-8,CAR,CONTACTLESS,VISA,£3.00,,,SIX,Worldpay,SIX-B74B4FC32ED3F262
EE-008000,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T12:50:36Z,2025-03-20T13:45:36Z,55,VAN,CONTACTLESS,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-D8D218536DD38721
EE-008001,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T09:09:28Z,2025-03-20T09:37:28Z,28,CAR,CASH,N/A,£1.00,,,N/A,N/A,N/A
EE-008002,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T10:14:28Z,2025-03-20T13:01:28Z,167,CAR,CONTACTLESS,VISA,£3.00,,,SIX,Worldpay,SIX-EDF1827809D3005B
EE-008003,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T14:16:53Z,2025-03-20T15:22:53Z,66,CAR,CREDIT_CARD,VISA,£2.00,,,SIX,Worldpay,SIX-7AF21E6D76DE91C2
EE-008004,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T12:24:58Z,2025-03-20T12:58:58Z,34,CAR,DEBIT_CARD,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-9F69FF4DA4C04354
EE-008005,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T09:08:05Z,2025-03-20T09:53:05Z,45,DISABLED_BADGE,CREDIT_CARD,AMEX,£0.00,BLUE-BADGE,PROD-BB-001,SIX,AMEX,SIX-63A8E6ED883467DD
EE-008006,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T17:26:18Z,2025-03-20T18:18:18Z,52,CAR,DEBIT_CARD,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-9763459081651937
EE-008007,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T11:59:21Z,2025-03-20T15:23:21Z,204,CAR,DEBIT_CARD,VISA,£3.00,,,SIX,Worldpay,SIX-B0683CCBB2CCD363
EE-008008,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T17:44:27Z,2025-03-20T19:42:27Z,118,CAR,DEBIT_CARD,VISA,£2.00,,,SIX,Worldpay,SIX-6ACBB5A8573CF901
EE-008009,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T08:11:42Z,2025-03-20T11:04:42Z,173,VAN,DEBIT_CARD,VISA,£3.00,,,SIX,Worldpay,SIX-F536B327F885B497
EE-008010,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T12:31:44Z,2025-03-20T13:09:44Z,38,CAR,DEBIT_CARD,AMEX,£1.00,,,SIX,AMEX,SIX-3EBC8D4F6D0A74D3
EE-008011,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T13:25:34Z,2025-03-20T15:11:34Z,106,CAR,CASH,N/A,£2.00,,,N/A,N/A,N/A
EE-008012,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T10:56:01Z,2025-03-20T11:55:01Z,59,VAN,CONTACTLESS,VISA,£0.00,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-C04E05398F4DE0DD
EE-008013,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T19:20:13Z,2025-03-20T20:06:13Z,46,DISABLED_BADGE,CONTACTLESS,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-978CA0FE35068012
EE-008014,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-20T11:08:23Z,2025-03-20T12:01:23Z,53,VAN,CONTACTLESS,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-AF02901BFA813F29
EE-008015,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T14:07:37Z,2025-03-21T16:16:37Z,129,CAR,DEBIT_CARD,VISA,£3.00,,,SIX,Worldpay,SIX-B40F6D62FB3EF85E
EE-008016,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T10:18:07Z,2025-03-21T11:03:07Z,45,CAR,CONTACTLESS,VISA,£1.00,,,SIX,Worldpay,SIX-B9FEF733B7669FDA
EE-008017,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T13:32:47Z,2025-03-21T16:34:47Z,182,CAR,DEBIT_CARD,MAESTRO,£3.00,,,SIX,Worldpay,SIX-31E8D8ECFB6673F5
EE-008018,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T14:05:26Z,2025-03-21T18:00:26Z,235,CAR,CONTACTLESS,VISA,£3.00,,,SIX,Worldpay,SIX-54CD6510FD683096
EE-008019,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T15:21:58Z,2025-03-21T16:17:58Z,56,DISABLED_BADGE,DEBIT_CARD,AMEX,£0.00,BLUE-BADGE,PROD-BB-001,SIX,AMEX,SIX-97393DEDCE826D82
EE-008020,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T08:36:23Z,2025-03-21T08:52:23Z,16,CAR,CONTACTLESS,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-D2C166D0BA196D44
EE-008021,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T15:47:24Z,2025-03-21T16:04:24Z,17,CAR,APP,VISA,£1.00,,,SIX,Worldpay,SIX-5250E63B9D2AC08A
EE-008022,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T13:38:27Z,2025-03-21T14:38:27Z,60,CAR,DEBIT_CARD,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-EA90A4071B575946
EE-008023,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T09:48:10Z,2025-03-21T10:34:10Z,46,DISABLED_BADGE,CONTACTLESS,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-CE229A9366217AE3
EE-008024,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T18:28:09Z,2025-03-21T20:04:09Z,96,CAR,CREDIT_CARD,VISA,£2.00,,,SIX,Worldpay,SIX-3F2A415050263BDB
EE-008025,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T13:15:02Z,2025-03-21T16:12:02Z,177,CAR,DEBIT_CARD,VISA,£3.00,,,SIX,Worldpay,SIX-876F5D36C1A32A83
EE-008026,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T17:56:56Z,2025-03-21T18:56:56Z,60,CAR,CONTACTLESS,MAESTRO,£1.00,,,SIX,Worldpay,SIX-0F49A2E8EA84EACB
EE-008027,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T14:02:07Z,2025-03-21T14:37:07Z,35,CAR,DEBIT_CARD,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-68685EB3C77D9F6A
EE-008028,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T10:29:11Z,2025-03-21T12:19:11Z,110,MOTORCYCLE,CASH,N/A,£2.00,,,N/A,N/A,N/A
EE-008029,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T11:44:08Z,2025-03-21T13:38:08Z,114,CAR,APP,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-BAE8A789D4AE819F
EE-008030,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T13:53:21Z,2025-03-21T14:36:21Z,43,MOTORCYCLE,DEBIT_CARD,VISA,£1.00,,,SIX,Worldpay,SIX-628B6504342B89BF
EE-008031,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T09:39:16Z,2025-03-21T10:35:16Z,56,MOTORCYCLE,DEBIT_CARD,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-32E552087D8952D2
EE-008032,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T08:02:35Z,2025-03-21T11:09:35Z,187,DISABLED_BADGE,CREDIT_CARD,AMEX,£0.00,BLUE-BADGE,PROD-BB-001,SIX,AMEX,SIX-0B206148698436EC
EE-008033,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T17:15:38Z,2025-03-21T20:09:38Z,174,MOTORCYCLE,CREDIT_CARD,VISA,£3.00,,,SIX,Worldpay,SIX-DB53751CA99502DA
EE-008034,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T08:03:52Z,,,MOTORCYCLE,DEBIT_CARD,MASTERCARD,£3.00,,,SIX,Worldpay,SIX-D4C794EAE210AE11
EE-008035,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T18:57:51Z,2025-03-21T19:26:51Z,29,CAR,CONTACTLESS,AMEX,£1.00,,,SIX,AMEX,SIX-DCEB70A21FD1E019
EE-008036,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T11:04:58Z,2025-03-21T12:38:58Z,94,VAN,CREDIT_CARD,AMEX,£2.00,,,SIX,AMEX,SIX-F7D05C1130A3703C
EE-008037,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T07:24:50Z,2025-03-21T09:08:50Z,104,CAR,CONTACTLESS,AMEX,£2.00,,,SIX,AMEX,SIX-3A313BB624F8EE60
EE-008038,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T07:32:12Z,2025-03-21T07:47:12Z,15,CAR,CONTACTLESS,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-849DBE8222568E31
EE-008039,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T17:32:05Z,2025-03-21T19:46:05Z,134,VAN,DEBIT_CARD,MASTERCARD,£3.00,,,SIX,Worldpay,SIX-5872D154AB99E21B
EE-008040,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T12:25:56Z,2025-03-21T13:18:56Z,53,VAN,DEBIT_CARD,VISA,£1.00,,,SIX,Worldpay,SIX-91C8BCD958BF52F3
EE-008041,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T15:41:40Z,2025-03-21T16:40:40Z,59,CAR,DEBIT_CARD,AMEX,£1.00,,,SIX,AMEX,SIX-05EDC38A7FF234E9
EE-008042,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T17:05:55Z,2025-03-21T17:32:55Z,27,CAR,CASH,N/A,£1.00,,,N/A,N/A,N/A
EE-008043,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T15:49:52Z,2025-03-21T16:17:52Z,28,CAR,CONTACTLESS,VISA,£1.00,,,SIX,Worldpay,SIX-40591EA8128FDC34
EE-008044,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T14:02:38Z,2025-03-21T14:28:38Z,-49,DISABLED_BADGE,DEBIT_CARD,AMEX,£0.00,BLUE-BADGE,PROD-BB-001,SIX,AMEX,SIX-1E079EFB5FA3EFF9
EE-008045,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T07:42:37Z,2025-03-21T09:13:37Z,91,CAR,CONTACTLESS,AMEX,£2.00,,,SIX,AMEX,SIX-25D7958A2F521440
EE-008046,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T10:09:12Z,2025-03-21T10:58:12Z,49,DISABLED_BADGE,CASH,N/A,£0.00,BLUE-BADGE,PROD-BB-001,N/A,N/A,N/A
EE-008047,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T13:59:10Z,2025-03-21T17:33:10Z,214,VAN,CASH,N/A,£3.00,,,N/A,N/A,N/A
EE-008048,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T10:32:37Z,2025-03-21T11:06:37Z,34,DISABLED_BADGE,CONTACTLESS,VISA,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-476CCA584E853568
EE-008049,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T11:01:58Z,2025-03-21T11:29:58Z,28,MOTORCYCLE,CONTACTLESS,VISA,£1.00,,,SIX,Worldpay,SIX-79F7D7CEFF4CF8EF
EE-008050,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T16:51:05Z,2025-03-21T17:20:05Z,29,CAR,CREDIT_CARD,VISA,£0.00,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-D7DF3EC7F890FF9E
EE-008051,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-21T10:33:24Z,2025-03-21T11:02:24Z,29,DISABLED_BADGE,DEBIT_CARD,MASTERCARD,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-9115E576AE86410F
EE-008052,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-22T07:59:14Z,2025-03-22T09:03:14Z,64,CAR,CREDIT_CARD,VISA,£2.00,,,SIX,Worldpay,SIX-71CCD79DE839EFA1
EE-008053,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-22T18:39:47Z,2025-03-22T22:12:47Z,213,CAR,DEBIT_CARD,MAESTRO,£1.00,VALID-CODE,PROD-VC-004,SIX,Worldpay,SIX-EA0B8BD872A61E2B
EE-008054,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-22T13:18:10Z,2025-03-22T17:03:10Z,225,MOTORCYCLE,CONTACTLESS,VISA,£3.00,,,SIX,Worldpay,SIX-483C8DECC536FDA2
EE-008055,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-22T17:36:09Z,2025-03-22T18:46:09Z,70,CAR,DEBIT_CARD,MASTERCARD,£2.00,,,SIX,Worldpay,SIX-B897F7B5BA1804A8
EE-008056,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-22T15:47:52Z,2025-03-22T16:17:52Z,30,CAR,APP,VISA,£0.80,PROMO-20,PROD-PR-003,SIX,Worldpay,SIX-D849E537B747E438
EE-008057,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-22T14:10:54Z,2025-03-22T17:29:54Z,199,MOTORCYCLE,CONTACTLESS,VISA,£3.00,,,SIX,Worldpay,SIX-7603BF699F63521B
EE-008058,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-22T15:00:34Z,2025-03-22T18:08:34Z,188,DISABLED_BADGE,CREDIT_CARD,MAESTRO,£0.00,BLUE-BADGE,PROD-BB-001,SIX,Worldpay,SIX-E711FF829F0C3252
EE-008059,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-22T11:49:36Z,2025-03-22T14:59:36Z,190,CAR,DEBIT_CARD,AMEX,£3.00,,,SIX,AMEX,SIX-AD0327326D242DA5
EE-008060,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-22T17:37:18Z,2025-03-22T20:39:18Z,182,CAR,APP,MASTERCARD,£3.00,,,SIX,Worldpay,SIX-B1F005DDF3C7D9FF
EE-008061,3a1b2c3d-4e5f-6789-abcd-ef0123456704,North Street Surface,2025-03-22T14:28:44Z,2025-03-22T15:07:44Z,39,CAR,CREDIT_CARD,MASTERCARD,£1.00,,,SIX,Worldpay,SIX-1B801460ACEC7E58
